composition energy_pa bandgap
CeSi2Ir -7.03507962875 0.0
InS -3.932335645 1.235
GaCl3 -3.23428475125 4.138
Sr2AuN -4.38215166 0.0
Te2AuCl -3.10594967125 0.0
Sc2AlC -6.84461111875 0.0
NaPF6 -4.90727830625 7.906
ZnIn2S4 -3.88876213714 0.343
PrMnSi2 -6.76247282375 0.0
PrBi2ClO4 -6.2776546575 1.433
GdAl2Ni -5.05761841625 0.0
GaAgTe2 -3.32562323625 0.32
RbAsF6 -4.48118816875 5.346
TbNiGe2 -5.5754248625 0.0
CeSi2Pt -6.4187407075 0.0
NaTl -1.8960935025 0.0
SrCuSeF -4.730545345 1.498
TlInS2 -3.85049678 1.107
AlTlO2 -6.0829531525 2.362
DyAgSe2 -4.78004191125 0.685
EuCuTeF -4.740881585 1.711
NdSb2Pd -5.394098085 0.0
Gd2Mo2C3 -8.70086229 0.0
Tl3VS4 -4.67018233375 1.941
Fe3Se4 -5.78634276571 0.0
Ga3Pt5 -5.480251065 0.0
SmFeAsO -6.7412256 0.0
PrCl3 -4.87700079375 4.459
TaNi3 -7.49987474875 0.0
LaSi2Ru -7.0799856575 0.0
TlGaSe2 -3.6586010925 0.645
NdBi2BrO4 -6.2287802275 1.318
CdSnSb2 -3.3351693425 0.197
TbCl3 -4.79269841625 3.776
NaLi5N2 -3.66738042875 0.784
Cs2TmCl4 -3.83768206571 0.0
F -0.79998421375 0.0
NdCoGe2 -5.9419570875 0.0
TmNi -5.52950218375 0.0
LaAgSb2 -4.7517441175 0.0
LaCo2 -6.42275970667 0.0
BBr3 -3.41841907375 3.814
BaAu -3.31670703625 0.0
SmPt -6.58304716625 0.0
Tc3B -9.708010465 0.0
PrGe -5.53542996 0.0
FeS -6.5035652475 0.0
GaAgSe2 -3.66649382 0.413
SmTe3 -4.5076540575 0.0
BrF3 -2.63084000375 2.122
HoPd -5.81546650125 0.0
Ti2GaC -7.67872248375 0.0
Cr2FeSe4 -6.29190196143 0.0
Dy2Cr2C3 -8.28581015714 0.0
BiI3 -2.6255735175 2.331
PrCuPb -4.42078951 0.0
SmGe2 -5.23219500833 0.0
Li2EuGeS4 -4.6364077275 2.294
TbAgSe2 -4.78904202125 0.782
CeInPd2 -5.228259335 0.0
K2CoF4 -4.71958664286 0.0
LaBr3 -4.48026483375 3.095
SmZnPO -5.934644635 1.405
YHO2 -7.566797715 4.409
N -8.2353553225 6.555
BaAg2GeSe4 -3.9880975 0.243
SbI3 -2.529481995 2.175
YGa2Ni -5.18160256625 0.0
EuNiGe2 -4.875957955 0.0
Ir3W -10.2321617963 0.0
CeZnPO -5.8846284725 1.192
Eu4As2O -4.98069340429 0.875
EuP3 -5.273818155 0.0
InAgTe2 -3.2539910225 0.236
TiFeH2 -5.53162958125 0.0
EuSn2Ir -5.3725043225 0.0
WCl6 -4.26430274857 1.798
SrCrF6 -5.78131091625 0.0
InAuO2 -4.95757513625 0.0
CaSn2Pd -4.46688221125 0.0
Tb2Fe2Si2C -7.24936585143 0.0
NdTe3 -4.53985300625 0.0
VCu3O4 -5.28280174125 0.984
CeZn3 -2.4679491925 0.0
YbIn2Rh -4.1589264575 0.0
CeCl3 -4.88746583375 4.71
DyGa2Pd -4.76348736625 0.0
GePt3 -6.018596545 0.0
HoNi -5.547496425 0.0
HoGa2Pd -4.75608194375 0.0
SrCdBi2 -3.1511392925 0.0
CsHg -0.80542449375 0.0
PbS -4.423712995 1.223
YZnPO -6.3845085025 1.607
Rb2UO4 -6.84146914286 2.967
NdNiGe2 -5.640851065 0.0
LaInPd2 -5.30851583875 0.0
TmAg3 -3.508705585 0.0
Hf2SnC -9.05575259625 0.0
CeNiSb2 -5.38269256 0.0
AlF3 -5.83867987875 8.745
BC7 -8.6767810825 0.0
SmCuP2 -5.661312845 0.0
ErNi -5.5583242925 0.0
LiGaTe2 -3.4328342325 1.841
AlW2C -9.6936123925 0.0
N -8.2230387275 6.543
PNF2 -6.05241018 6.045
Zr3O -9.01488680625 0.0
TmGa2Pd -4.72395637375 0.0
YIn5Co -4.14152713143 0.0
LiCa6Ge -2.35575606 0.0
NaSbF6 -4.5704607775 5.446
CeIn2Ir -5.291165785 0.0
VAg3O4 -5.26283263125 0.703
CeCuSi2 -5.41512909375 0.0
GdNi -5.53491519375 0.0
BI3 -2.86944327375 2.685
DyZnPO -5.94120664625 1.405
RbMnP -5.52376886 0.0
Y2Cr2C3 -8.81543272571 0.0
SnBi -3.93165531375 0.0
Fe3N -8.3875532875 0.0
NdTe3 -4.5399082525 0.0
Ta2O5 -9.29471994714 1.983
GaMo2C -8.602508695 0.0
ZrTe -6.71799325 0.0
RbAuO2 -4.31046291125 1.568
TmSi2Ni -6.03851032375 0.0
LaCd2 -2.62377270667 0.0
TlAsF6 -4.37163672 3.749
Bi4Te3 -3.82533182143 0.315
NdBr3 -4.3159789275 2.855
MnWN2 -9.89047027375 0.0
SmBr3 -4.2887179375 2.87
AsRu -7.19011857125 0.0
TaPt3 -8.2228625125 0.0
ScGa2Ni -5.13789804 0.0
Hf2TlC -8.504146145 0.0
KInTe2 -3.2338109725 1.161
FeGe -6.5737305775 0.0
Ni3Sn -5.37137500375 0.0
DyTe3 -4.42387655125 0.0
NpCl3 -6.338369045 0.0
AgClO2 -3.3527274975 0.215
FeRh2Se4 -5.59021104429 0.0
NpSi -9.3090023525 0.0
DyNi -5.54442045 0.0
DyIn5Co -3.85524738857 0.0
Tl2CdGeTe4 -3.12161184875 0.552
CsAsF6 -4.46235232375 5.537
HfAlPt2 -6.8624217575 0.0
TiBr3 -4.36518210875 0.0
CeGe -5.51784590625 0.0
CeTe3 -4.559014305 0.0
AcCl3 -4.89355223125 5.195
TbPd -5.817432595 0.0
CsBiO2 -5.034575255 2.426
OsN -9.211403945 0.0
SnTe -3.8268346675 0.201
Cs2UO4 -6.80145769714 2.931
PrSb2Pd -5.40045355125 0.0
CoAgO2 -5.07382817625 0.24
CrRh2Se4 -5.82198336286 0.0
LaMg2Pd -3.84676961375 0.0
Ca3SiBr2 -3.51750697 0.0
YNi -6.4605018975 0.0
BaCrS2 -6.21248298625 0.0
YAl3 -3.90850813125 0.0
Tl2CdSnTe4 -3.08535279 0.502
PrZnPO -5.90719747125 1.424
LaF3 -6.641105415 5.628
LiErSn2 -4.0110732925 0.0
NaTl -1.9229282825 0.0
Zr2AlC -8.16249867625 0.0
UPt3 -8.11157396375 0.0
MgPdF6 -4.30611961 2.07
CeCoC2 -7.794341525 0.0
Cr3O -6.02435459625 0.0
TbPt -6.52991642875 0.0
Tl2HgGeTe4 -2.96893128125 0.221
LaIn5Co -3.96215452571 0.0
CeMnSbO -6.84807737125 0.0
PuFe2 -10.0069983417 0.0
MgPbF6 -4.551224305 3.413
ZrAlPt2 -6.49368556875 0.0
YGe3 -5.5431477125 0.0
RbBiO2 -5.072341975 2.208
Ce3Al -4.67993436625 0.0
Mn3As -8.07388653125 0.0
YbSi2Ni -5.140741575 0.0
PrTe2Se -4.79185847125 0.0
RbSbF6 -4.5506343875 5.211
MnMoN2 -9.48138838625 0.0
GeTe -3.9247611925 0.335
CoCu2GeS4 -4.760064005 0.0
PuCo2 -9.30687217167 0.0
CdCu2GeTe4 -3.37952920625 0.0
NaAuO2 -4.352611735 1.157
YbNi -3.82253063875 0.0
CsSmO2 -6.4213102675 3.015
FeAg2SnS4 -4.5621118275 0.0
TlF -3.8280133675 2.928
YbAl2Ni -4.166658845 0.0
Sn4As3 -4.35789706571 0.0
Sm2CN2O2 -8.57406720429 4.076
FeCu2SnSe4 -4.46974008875 0.0
LaCd2Pd -3.5791675025 0.0
NdTe2Se -4.77818599125 0.0
Ca2InN -4.458665035 0.0
SbF3 -4.72558369125 4.529
CoRh2Se4 -5.40815653429 0.0
ReC -10.1985190875 0.0
CeNiGe2 -5.6383918875 0.0
Fe3C -8.48361261875 0.0
TbIn2Ni -4.3631345 0.0
LaOF -7.78947923 4.46
CsBiF6 -4.17819850875 2.864
CeTe3 -4.55839897 0.0
Nb2O5 -8.94662722429 2.177
EuTl2Pd -3.481188885 0.0
SrCuSF -4.925047445 1.799
TbFeAsO -6.750695715 0.0
K3Sb2Au3 -3.14356339875 1.195
EuSi2Ni -5.2454504525 0.0
FeP -7.462140365 0.0
LaScGe -6.01568713167 0.0
Cs3LiCl4 -3.35907756875 5.048
SmNiGe2 -5.6206808625 0.0
CeZnIn -3.37000252333 0.0
FeHO2 -6.08846501875 1.538
BaZnBi2 -3.30871095625 0.0
ZrRh -8.70736758 0.0
AlF3 -5.83822951625 8.708
Nd2Fe2Si2C -7.20395791857 0.0
Li2MgSi -2.935640395 0.394
Zr3Al -7.6461272925 0.0
LaFeAsO -6.85964461125 0.0
UBr3 -5.318580905 0.0
SrMn2Ge2 -6.091769638 0.0
Np3Al -10.3045169975 0.0
LiMg2Si -2.6439223 0.0
LuSi2Ni -6.02935296 0.0
PrPd3 -5.83422671 0.0
NdGa2Ni -4.73315915125 0.0
NpMn2 -10.1351386033 0.0
LiAuF6 -3.43064751875 2.089
Pr2CBr -5.97957352875 0.0
SmCoGe2 -5.9286110475 0.0
LiCu2P -3.9722011 0.0
Fe3N -8.387517595 0.0
NdBi2IO4 -6.15059412375 1.481
SmCoSi2 -6.44052248125 0.0
BiBr3 -3.00060678125 2.848
YCl3 -5.2761005625 4.774
TlGaO2 -5.076351955 2.258
UCu4Au -4.92884782 0.0
EuGe2Ir -5.73544635875 0.0
CeFeAsO -6.698652195 0.0
Tl3VO4 -5.5390142225 2.368
ZnPbF6 -4.04330827 2.125
NbAl3 -5.7633653725 0.0
PrPt -6.53363937 0.0
ThHg3 -2.32331916 0.0
MoCl3 -4.91366813625 0.651
SmFeAsO -6.74122956125 0.0
SmCuSeF -5.22212452875 0.0
TbMg3 -2.39835877 0.0
CaGe -3.97345949 0.0
TlI -2.5929256475 2.134
FeCu2GeSe4 -4.520048165 0.0
CsFeS2 -5.14375243125 0.0
RbRuF6 -4.73196288125 1.198
MnAlPd2 -6.37562457 0.0
LaAl5Ni2 -4.95888083625 0.0
ErGe3 -5.0497744525 0.0
PbSe -4.1135731475 0.788
RbFeS2 -5.14524321875 0.0
ZrGa -6.4190840575 0.0
ZrVF6 -6.8273694 1.105
TiCl3 -4.88035 0.0
ZnPdF6 -3.8088057975 1.74
LaFeSi2 -6.67821473625 0.0
NdFeAsO -6.730643215 0.0
GdFeAsO -6.75195957125 0.0
TePdI2 -3.08356967 0.378
CeAu -4.802506145 0.0
TiInAu2 -4.54033828 0.0
K3CrO4 -5.394342365 1.382
NbAlNi2 -6.6835834075 0.0
ScSnPd2 -6.0521786725 0.0
UCO5 -8.36335057 4.163
Gd2Cr2C3 -8.27305337571 0.0
LaCl3 -5.02491341 3.743
GaAgS2 -4.03890997 1.175
Ag2S -3.31271791667 1.273
InCuSe2 -3.80011052875 0.162
CsRuF6 -4.73664835875 1.145
Na3Li3N2 -2.81682435125 0.0
PrFePO -6.92411118375 0.0
YbCoC2 -6.968405645 0.0
InGaSe2 -3.6781477325 0.0
ErTe3 -4.0485409525 0.0
Cr2GeC -8.289448265 0.0
Na2CdSnS4 -3.794263675 2.092
Th3Pd5 -6.5769488975 0.0
SrZnSb2 -3.36380679625 0.0
Na3Cu4S4 -3.81988505909 0.0
SrCu2GeS4 -4.57834437792 1.333
BaCu2GeS4 -4.62298843625 1.211
Na2AgSb -2.7280054075 0.674
In2Co3S2 -5.32469195714 0.0
CsAlF4 -5.24985823 8.042
CaAgP -4.17739146889 0.197
CaAgAs -3.94426613333 0.0
HoVO3 -8.1478151565 1.35
InSb -3.3547320775 0.0
AlSiP3 -5.3896034585 0.438
Nb2Te3O11 -6.93234332094 2.482
V2CuS4 -6.18665025857 0.0
BaMn2O3 -7.16829315 0.387
BaAg2GeS4 -4.3610321025 0.732
K2CdPb -1.8669356925 0.0
CsMnI3 -3.803581564 0.835
Sc2Re3Si4 -8.58546690222 0.0
Y3GaCo3 -6.58924318 0.0
Li3In2 -2.528449194 0.0
Li3Tl -2.2318197825 0.0
Li5Tl2 -2.25551097714 0.0
K3Cu8S6 -3.88328231412 0.0
Rb3Cu8S6 -3.85264246647 0.0
Nd3NbO7 -8.53895129136 2.662
La3NbO7 -8.67268677091 2.855
Na4B2O5 -6.00593535091 4.407
Li8PbO6 -4.92501757133 2.882
Nb3Se5Cl7 -5.00876675433 0.924
C2SeS2N2 -6.23738956 1.905
C2Se3N2 -5.99992733714 1.694
EuSb2 -4.1457164 0.0
La3Os2O10 -8.07851247133 0.0
K3GeTe3 -3.28323249464 1.173
K3SnTe3 -3.22538090786 1.298
LaNbO4 -8.87874861833 3.652
NdNbO4 -8.81174861083 3.717
Ta3P -10.8432242388 0.0
ReNCl4 -5.07616766833 1.154
CsPrP4O12 -7.21635906778 6.061
CuSe3Br -3.29696619 0.9
KFeCl3 -4.181717563 0.275
Cs3MnBr5 -3.711230685 2.777
Tl3CoCl5 -3.464381155 0.773
Tl3FeCl5 -3.64109938778 0.0
TlSbO3 -5.5219273105 2.002
Co2Mo3O8 -7.97781761962 1.646
Mn2Mo3O8 -8.52722303577 1.41
NaAlSi -3.58612299167 0.0
NaAlGe -3.41760998 0.0
NaCdPO4 -5.89338158607 3.487
Co2SiO4 -6.80596220893 1.612
BaFeSi4O10 -7.59560019344 3.294
BaSi2O5 -7.591075 5.117
Na2H6PtO6 -4.98140134467 2.568
B3H7CO -4.93124156875 3.874
Cs2LiCoC6N6 -7.40492069813 4.465
Cs2CuBr4 -2.87774765286 0.0
RbInMo2O8 -7.3103606025 4.217
KInW2O8 -7.75963029333 4.329
K2CO3 -6.07545873167 4.796
XeO2F2 -2.070363712 1.115
CsCrCl3 -4.561920991 0.0
BaNa2Si2O6 -6.69864628091 4.828
CaFeSi2O6 -7.4733278905 3.139
NaAlSi2O6 -7.2815245425 5.929
CaAlB3O7 -7.74972921958 5.719
NbBiO4 -7.67802664833 2.395
BaRuO3 -6.944637958 0.0
Li3PO4 -6.24577374 6.727
MgCO3 -7.132192833 5.27
RbClO3 -4.194133924 4.948
KNO3 -5.7766085975 2.879
ReCl4 -4.502916319 0.298
BH4N -5.12831605792 6.136
Ge5F12 -4.72953209118 4.188
Re4Cl8O9 -6.26404638429 1.004
CsVOF4 -5.25216374821 4.132
HgC2S2N2 -5.90037126714 2.259
Ge2RuC4Cl6O4 -5.84652860382 3.209
SrGa4O7 -6.10686423333 2.898
K3WS3ClO -5.38582153528 2.652
Na3BiO4 -4.83545195687 1.343
Na3SbO4 -5.12131331188 2.616
KBrF4 -3.250623645 3.33
VFeO4 -7.08500135083 1.934
BaMnO3 -6.848963291 1.771
NdAlO3 -7.917075629 4.502
SmAlO3 -7.9279049045 4.316
BSF7 -4.69204195861 5.71
BaCrF6 -5.7600220025 0.0
SrCrF6 -5.6966454825 0.0
MgCrF6 -5.49946376875 0.0
CrCdF6 -4.9060411925 0.0
CrHgF6 -4.53059813875 0.0
Rb2PbO3 -4.60050137042 1.728
Li2CrF6 -5.30521570111 0.0
CaGa4O7 -6.14177346708 3.024
SbN3Cl4 -4.6666862525 1.817
LiH2N -4.72895656375 4.231
Na2CuC2O6 -6.28682670409 0.992
TlF3 -3.64503903375 1.888
Na4P2O7 -6.10323074462 5.145
KTaGe3O9 -7.1022074675 4.038
RbTaGe3O9 -7.09859276464 4.029
TaTlGe3O9 -7.04809266643 3.519
BaSnGe3O9 -6.4767238 3.335
BaSi3SnO9 -7.39375188821 4.355
PC2S2N3 -6.99530858375 3.116
MgV2O6 -7.01573295111 2.544
WOF4 -6.49961033667 2.637
K6LiFe24S26Cl -6.04424576328 0.0
Pb7Cl2F12 -4.62072324381 3.983
TiBrO -6.864473035 0.0
FeS2 -6.02130504667 0.499
Ni3S2 -5.363217226 0.0
TcH4NO4 -6.125354393 3.315
VInO4 -6.61757778833 3.169
Ag8GeSe6 -3.36491471633 0.0
AsO2 -5.91260296167 3.578
Sc11Ir4 -7.666090739 0.0
Sc11Os4 -7.98786214833 0.0
Eu4As3 -4.33236228571 0.0
La4Sb3 -5.72374220286 0.0
Eu3TaAs3O -6.14851365938 1.157
FeH8C4S4N6 -6.12079847 1.074
Sr2Ti6O13 -8.42201261429 0.0
BaSnHgS4 -4.10532855964 1.92
NbI5 -3.3781842 0.918
KHgAs -2.37680664833 0.0
KZnAs -2.815053655 0.53
CaNi2P2 -5.650144746 0.0
CaCo2P2 -6.247460992 0.0
CaFe2P2 -6.737430038 0.0
SrCo2P2 -6.17313751 0.0
SrFe2P2 -6.652481818 0.0
BaFe2P2 -6.685942342 0.0
BaMn2P2 -6.91615447 0.0
VINCl3 -4.65576194833 0.974
Se2O5 -4.97715279929 2.753
Na4CoO3 -4.39025282375 1.444
CsScCl3 -4.514799589 0.0
ReBiO4 -7.45769154083 0.0
NbSe2Cl2 -5.061945329 1.039
NbS2Cl2 -5.403340844 1.437
BaVSe3 -5.45529089 0.0
BPd2 -5.94554955333 0.0
Hf3As -9.27458939125 0.0
BiTeI -3.24592805333 1.223
Na4CoO3 -4.39058569875 1.438
KNiCl3 -3.565655947 0.976
Mn4Al11 -5.429377248 0.0
PrI2 -3.9275814375 0.0
TbPt -6.521293035 0.0
Na2BeF4 -4.90324891607 7.998
CuBi2O4 -5.23158147786 0.0
KFe3H6S2O14 -5.83691935846 1.271
SeOF2 -4.28528030125 3.2
Re2Cl5O4 -5.88330293909 0.853
K2CdP2O7 -6.13823721417 4.381
CaAlSiHO5 -7.05460298139 6.093
NaSi2BH2O7 -6.76047990577 5.556
NaLi5Sn4 -2.912126173 0.0
BaZn2P2 -3.69824353 0.0
BaZn2As2 -3.426068603 0.364
In2S3 -4.091836148 0.571
RbGeCl3 -3.533348754 3.774
CaZn2Sb2 -3.001740272 0.0
CaCd2Sb2 -2.85853131 0.399
SrZn2Sb2 -2.974007738 0.0
SrCd2Sb2 -2.845361034 0.293
NaZnSb -2.53080921833 0.0
NaCuSe -3.428116045 0.447
NaCuTe -3.190184 0.99
KCuSe -3.44779131167 0.539
KCuTe -3.24403384667 0.937
NaCdSb -2.41610722333 0.0
KZnP -3.04706216333 1.195
KZnSb -2.56802542167 0.797
P10Au7I -4.48941413722 0.607
K3Cu3P2 -3.4788970925 1.349
K2PtS15 -4.16195932917 1.894
MnF2 -6.47959342 2.182
Ga -2.98407881167 0.0
Ag3PO4 -5.260566575 0.344
NaH2N -4.44040458938 2.391
NaP -3.73313628312 1.09
KP -3.67190439375 1.17
Rb3Cu8Se6 -3.59701733706 0.0
Cs3Cu8Se6 -3.58089018118 0.0
RbCaH6N3 -4.87906959182 2.512
NbFeO4 -8.0791186625 1.609
Tl4HgI6 -2.23758976364 0.798
TlH4NCl4 -3.8054137445 2.531
K4Zr5O12 -7.93386848714 3.417
Nb2CrSe4 -6.97450672857 0.0
RbEu3F10 -4.74450105571 0.0
RbSb -2.97355913375 0.699
CsSb -2.95171971313 0.688
FeC3SeO3 -6.86261487344 2.217
RbLi2I3O9 -4.51611413867 3.724
FeMo3S4 -7.71520680188 0.0
CsSnI3 -2.8430425095 2.151
AsS4N4F5 -5.09599499571 0.959
Cs3CoCl5 -3.64361758056 1.045
Rb2Se3 -3.280777347 0.714
Cs2S3 -3.638467895 1.422
Cs2Se3 -3.269144285 0.803
BaGe2 -4.22268155667 0.0
AgIO3 -4.09529923125 2.145
KTlCl4 -2.93090422667 2.399
TlHg5Cl11 -2.04867397647 2.585
Tl10Hg3Cl16 -2.73755647276 2.477
BaSi2Ni2 -5.330909373 0.0
Tl2GePbS4 -4.14811783594 1.932
Nd2NiO4 -7.24854566929 1.648
K3BeF5 -4.72758084667 7.669
Rb2UF6 -5.89897370222 0.0
CsSb2F7 -4.589099236 4.543
SiF4 -5.539604602 7.996
HgO -2.88566068125 0.986
NaHg2IO2 -2.91365579667 1.543
K2ZrF6 -5.69509049778 6.245
K5ThF9 -5.14030023533 6.844
Na5Zr2F13 -5.4081907575 5.896
Sr2Fe2O5 -6.55630895611 0.306
Rb2CO3 -5.99966405 4.495
Cs2CO3 -5.95358880917 4.268
K3Ni2O4 -4.29521561222 1.417
K3Pt2O4 -4.95611951722 0.0
Na2NiO2 -4.215389967 2.812
AlPd5I2 -4.4969894175 0.0
NaVTeO5 -6.10352927219 3.003
KMnH4Cl3O2 -4.68430986136 4.397
BaTiS3 -6.047140054 0.0
HgBi2S4 -3.85787718643 1.165
FeSO3 -6.28275586533 3.211
CeCrS2O -6.922641867 0.306
LaCrS2O -7.0455671015 1.059
SnF2 -4.71527764667 2.654
SnF2 -4.734494145 3.245
S3N2O2 -5.642041875 1.353
RbMnH4Cl3O2 -4.66870460273 4.284
CsSnCl3 -3.5122493075 2.655
SbS24I3 -3.86823111214 2.306
CsCu2Cl3 -3.23802747583 1.778
CsAg2I3 -2.53187230708 2.042
NiCl2 -3.64948583 0.977
ReCl3 -5.13770337292 0.977
IrBr3 -3.6965647225 1.42
BCl2 -4.19180233917 2.798
TlBr2 -2.49055198292 1.318
SbBr3 -2.82127730687 2.697
GaCl2 -3.23656543375 3.362
CaBr2 -3.79545921833 4.65
EuP7 -5.339368035 1.006
Cr4AgBiO14 -6.179099363 1.876
Ba3V2O8 -7.11817620385 3.956
Y2Ti2O7 -8.98954116045 2.877
Pb2SO5 -5.86067175125 2.935
P2Pb3O8 -6.58284880077 3.575
Fe2CuS3 -5.73533726208 0.0
CsICl2 -2.624560085 2.313
In4Te3 -3.16183185643 0.233
Bi2MoO6 -6.9487008975 1.908
CaAl4O7 -7.34374008667 4.507
BNCl2 -5.2065424775 2.719
LiH4SNO5 -5.42674447823 6.671
La2SO2 -7.958157134 3.235
P4Se3I2 -3.96675177889 1.706
YOF -8.24763557667 5.379
Cu3AsS4 -4.23537908375 0.169
NaIO4 -4.33914913083 1.869
H4NF -4.85304881417 6.631
Ca2Fe2O5 -6.67304463083 0.329
K2SeO4 -5.00196645071 4.214
CuSbPbS3 -4.32517641417 0.766
CuAsPbS3 -4.386582355 0.942
Cu3BiS3 -4.13683396 0.674
Na2BeF4 -4.88892227571 7.707
La4Se3O4 -7.41878966364 1.816
Zn2Mo3O8 -7.48661697962 1.713
PbF2 -4.75338154167 3.992
As3H5O10 -5.47007403611 3.566
WO3 -9.01439929938 2.238
H4CSN2 -5.64497967219 3.165
NbO -9.46165483333 0.0
ThTi2O6 -8.98965794222 2.929
Te2W -6.51183588917 0.0
Te2Mo -5.95985644417 0.0
Na3Fe5O9 -6.10406616971 1.379
Li2BeF4 -5.13352231548 8.626
KNbO3 -7.635695162 1.776
NaLiSO4 -5.69218331452 6.059
UO3 -8.63409732125 3.068
K2ZnC4N4 -6.81274309682 6.087
Cu2P2O7 -6.08755446409 0.0
Al2Se3 -4.433458351 1.856
Eu3O4 -6.19063560286 0.0
Te2Rh3 -5.881032192 0.0
SrB4O7 -7.84647970792 7.701
LaSi -5.91689138625 0.0
ErSi -5.81950244 0.0
In2O3 -5.63726052025 1.31
Ca3UO6 -7.4752431185 3.386
Sr3UO6 -7.329358114 3.58
Al5C3N -6.41828727944 0.872
Al6C3N2 -6.55339059727 0.0
Al8C3N4 -6.754917818 0.0
FeSb2 -5.55059185333 0.0
Hg2SO4 -4.40217526071 2.068
Hg2SeO4 -3.871235425 1.324
FeAs -6.69039088 0.0
RbNiCl3 -3.557141452 1.028
RbNiBr3 -3.212245863 0.636
Sn4P3 -4.63196906 0.0
SiPd -5.8287957175 0.0
Na2SnGe2H2O8 -5.716155819 3.007
TlP5 -4.92294484458 1.197
P2Pt -6.314071295 1.243
FeP2 -6.91075744333 0.401
Nb4As3 -8.35904225393 0.0
LiMoAsO6 -6.84639501667 2.609
Mn3Rh -8.5245511325 0.0
Cr2Te3 -5.895799149 0.0
AgO -3.9355248625 0.0
Fe3Se4 -5.78169780857 0.0
Np3In -9.94432668 0.0
V4As3 -7.55845113429 0.0
HfTe5 -4.7286215575 0.0
BaMnGe -5.41507839167 0.0
NpCo2 -9.04459815833 0.0
Ni5As2 -5.55349285833 0.0
Cu3P -4.14431762625 0.0
FeP -7.45953808875 0.0
Yb2Cr2C3 -7.24578158571 0.0
Mo8P5 -9.24757762231 0.0
CoAs -6.17555204875 0.0
NaH3SO5 -5.3489398095 6.311
OsO2 -7.91231732667 0.0
SmFePO -6.9527530425 0.0
RuO2 -7.341407585 0.0
SbPO4 -6.72558569667 3.968
InHO2 -5.3752373075 2.27
Cr3C2 -9.496088987 0.0
HoNiGe2 -5.53584876 0.0
CuH4Cl2O2 -4.05421391278 0.0
RbBiF6 -4.17756442625 2.891
RbNiF3 -4.46999877967 0.817
CsCoF3 -4.778431896 0.0
CsNiF3 -4.250062095 1.384
PrNiGe2 -5.644019125 0.0
LaYbO3 -7.1001394135 0.0
Zr2TlC -7.79664260375 0.0
CaCu2O3 -4.91953891667 0.0
KCuO2 -4.309550145 1.218
RbCuO2 -4.256918565 1.36
CsCuO2 -4.22861113625 1.255
NaCuO2 -4.3284928275 0.868
RbCuO -3.72415638417 1.71
SrI2 -3.27278092458 3.949
YbIn2Ni -3.57196303625 0.0
Na6PbO5 -4.29797737333 1.535
LiMnO2 -6.57230638875 0.861
MgPbF6 -4.4548741275 3.495
MnAs -7.05895526375 0.0
ZnPbF6 -3.94441915625 2.143
NiPbF6 -4.2604537675 0.424
PrCoC2 -7.826345415 0.0
CoGe -6.082039085 0.0
LiEu3O4 -6.06583259281 0.0
Li3InO3 -5.06991676321 3.518
Li3AuO3 -4.75546518893 2.172
RbAuO2 -4.271315365 1.576
MoNCl3 -5.587870851 1.653
LiBiF6 -4.17313501 2.912
NaBiF6 -4.101745215 3.135
RbBiF6 -4.08186667125 2.788
CsBiF6 -4.09318146875 2.867
SrYb2O4 -5.92000870393 0.0
CaYb2O4 -6.00244506643 0.0
CaLu2O4 -7.84511929857 3.971
BaSi2 -4.61684477583 0.925
Sr2CuO3 -5.49474406667 0.0
LiCu2Si -3.8965321325 0.0
LiCu2Ge -3.6677720825 0.0
U3Si -10.0684072938 0.0
NaUO3 -7.7874414525 3.219
BaCu4S3 -4.27002780563 0.74
BaCu4S3 -4.28027407 0.0
Y2BeO4 -8.48750455143 4.368
Cu2As -3.99800668167 0.0
ZnGeN2 -5.82701869688 1.975
Rb2CuCl4 -3.18276534929 0.0
Rb2CuBr2Cl2 -3.03516023929 0.0
Tl3AsSe3 -3.44641150429 0.298
Li2TiO3 -6.98435304083 2.929
La2S3 -6.648146051 1.164
KPrO2 -6.509489625 3.68
RbDyO2 -6.5569203 3.813
RbHoO2 -6.5619945175 3.831
RbErO2 -6.5722425875 3.846
RbTmO2 -6.5696107 3.861
RbYbO2 -4.9540421925 0.0
RbLuO2 -6.5950190775 3.887
La2Zr2O7 -9.05888514318 3.858
SrH2O2 -5.4829349 4.655
CsHgF3 -3.271608904 0.812
RbHgF3 -3.259370202 0.635
KHgF3 -3.2503623745 0.557
PtI4 -2.54226220525 0.717
BaCaFe4O8 -6.68674748429 1.452
FeWO4 -8.3837929175 1.527
CaCO3 -7.426423437 4.176
SrCO3 -7.3897703655 4.494
BaCO3 -7.418834695 4.541
Ta2SnO7 -8.5161316895 2.009
CaNb2O6 -8.54348188056 3.732
Ag2Se -3.03976219167 0.0
NiRh2Se4 -5.21205869571 0.0
MnC4NO5 -7.314404415 2.255
KBrO4 -4.0548026075 3.145
AlH3 -3.46502305 2.849
TlAsS2 -4.0803184125 1.681
AsS -4.51803366531 1.657
As2S3 -4.4572911505 1.843
ScSi7Rh3 -6.66267165136 0.0
ScSi7Ir3 -7.12737375682 0.0
KCoF3 -4.844115348 0.0
ScSi2Rh -7.031919765 0.0
TaS3 -6.85933674375 0.0
Ba3InRu2O9 -6.603154401 0.0
ThGeS -6.79819983833 0.0
K2Zr7Cl18 -5.22070471259 0.42
BaNiS2 -5.12744999875 0.0
